name,amount,id,type,add,attribute
Motueka,12.5,74,hop,dry hop,aroma
Extra Pale - Spring Blend,4380.0,75,malt,,
Wheat,630.0,75,malt,,
Caramalt,310.0,75,malt,,
Motueka,37.5,75,hop,start,bitter
Motueka,18.75,75,hop,end,flavour
Extra Pale,5000.0,76,malt,,
Dark Crystal,500.0,76,malt,,
Caramalt,440.0,76,malt,,
Amber,250.0,76,malt,,
Chocolate,190.0,76,malt,,
Motueka,10.0,76,hop,start,bitter
Magnum,12.5,76,hop,start,bitter
Cascade,6.0,76,hop,middle,flavour
Amarillo,6.0,76,hop,middle,flavour
Cascade,5.0,76,hop,end,flavour
Amarillo,5.0,76,hop,end,flavour
Willamette,5.0,76,hop,end,flavour
Extra Pale,2060.0,77,malt,,
Caramalt,630.0,77,malt,,
Crystal 150,250.0,77,malt,,
Wheat,500.0,77,malt,,
Rye,190.0,77,malt,,
Centennial,2.5,77,hop,start,bitter
Amarillo,2.5,77,hop,start,bitter
Centennial,12.5,77,hop,middle,flavour
Amarillo,12.5,77,hop,middle,flavour
Centennial,25.0,77,hop,end,flavour
Amarillo,150.0,77,hop,dry hop,aroma
Centennial,125.0,77,hop,dry hop,aroma
Extra Pale - Spring Blend,8750.0,78,malt,,
Caramalt,930.0,78,malt,,
Dark Crystal,440.0,78,malt,,
Carafa Special Malt Type 1,110.0,78,malt,,
Chocolate,110.0,78,malt,,
Brown,380.0,78,malt,,
Flaked Oats,940.0,78,malt,,
Galena,37.5,78,hop,start,bitter
Willamette,50.0,78,hop,end,bitter
First Gold,25.0,78,hop,end,flavour
Maris Otter Extra Pale,4820.0,79,malt,,
Caramalt,2500.0,79,malt,,
Crystal 150,960.0,79,malt,,
Chinook,40.0,79,hop,start,bitter
Chinook,62.5,79,hop,end,flavour
Centennial,62.5,79,hop,end,flavour
Chinook,178.0,79,hop,dry hop,aroma
Pale Ale,10000.0,80,malt,,
Wheat Malt,940.0,80,malt,,
Flaked Oats,1880.0,80,malt,,
Dark Crystal 350,1250.0,80,malt,,
Chocolate,940.0,80,malt,,
Black Patent,940.0,80,malt,,
First Gold,75.0,80,hop,start,bitter
Fuggles,75.0,80,hop,start,bitter
Fuggles,62.5,80,hop,end,flavour
Coffee Beans,37.5,80,hop,end,flavour
Pilsner,3250.0,81,malt,,
Dextrin Malt,380.0,81,malt,,
Chinook,2.5,81,hop,start,bitter
Amarillo,25.0,81,hop,end,flavour
Simcoe,12.5,81,hop,end,flavour
Citra,25.0,81,hop,end,flavour
Mosaic,12.5,81,hop,end,flavour
Amarillo,63.0,81,hop,dry hop,flavour
Simcoe,63.0,81,hop,dry hop,flavour
Citra,63.0,81,hop,dry hop,aroma
Extra Pale,4000.0,82,malt,,
Flaked Oats,750.0,82,malt,,
Brown,380.0,82,malt,,
Crystal 150,250.0,82,malt,,
Munich,500.0,82,malt,,
Carafa Special Malt Type 1,60.0,82,malt,,
Columbus,47.0,82,hop,start,bitter
Simcoe,25.0,82,hop,end,flavour
Centennial,25.0,82,hop,end,flavour
Columbus,25.0,82,hop,dry hop,aroma
Simcoe,37.5,82,hop,dry hop,aroma
Citra,12.5,82,hop,FV,aroma
Extra Pale,5650.0,83,malt,,
Caramalt,310.0,83,malt,,
Dark Crystal,60.0,83,malt,,
Comet,15.0,83,hop,start,bitter
Comet,25.0,83,hop,middle,flavour
Comet,37.5,83,hop,end,flavour
Comet,250.0,83,hop,dry hop,aroma
Pilsner,5400.0,84,malt,,
Munich,130.0,84,malt,,
Amber,50.0,84,malt,,
Sorachi Ace,6.5,84,hop,start,bitter
Sorachi Ace,6.5,84,hop,end,flavour
Mosaic,6.5,84,hop,end,flavour
Amarillo,6.5,84,hop,end,flavour
Extra Pale,1750.0,85,malt,,
Munich,440.0,85,malt,,
Dark Crystal,500.0,85,malt,,
Wheat,560.0,85,malt,,
Flaked Oats,560.0,85,malt,,
Carafa Special Malt Type 3,130.0,85,malt,,
Amber,250.0,85,malt,,
Weyermann Beech Smoked,630.0,85,malt,,
First Gold,18.5,85,hop,start,bitter
Willamette,12.5,85,hop,start,bitter
Hallertauer Mittelfrüh,6.5,85,hop,start,bitter
Extra Pale,4500.0,86,malt,,
Munich,500.0,86,malt,,
Amber,50.0,86,malt,,
Dark Crystal,80.0,86,malt,,
Amarillo,30.0,86,hop,start,bitter
Amarillo,10.0,86,hop,end,flavour
Bobek,10.0,86,hop,end,flavour
Guarana Powder,6.0,86,hop,end,flavour
Kola Nut Powder,6.0,86,hop,end,flavour
Poppy Seed,6.0,86,hop,end,flavour
Heather Honey,100.0,86,hop,end,flavour
Extra Pale,3690.0,87,malt,,
Caramalt,160.0,87,malt,,
Dark Crystal,60.0,87,malt,,
Rye,310.0,87,malt,,
Columbus,5.0,87,hop,start,bitter
Columbus,7.5,87,hop,middle,flavour
Ahtanum,12.5,87,hop,middle,flavour
Ahtanum,37.5,87,hop,end,flavour
Ahtanum,125.0,87,hop,dry hop,aroma
Columbus,125.0,87,hop,dry hop,aroma
Extra Pale,4580.0,88,malt,,
Caramalt,250.0,88,malt,,
Dark Crystal,60.0,88,malt,,
Munich,250.0,88,malt,,
Centennial,5.0,88,hop,start,bitter
Amarillo,5.0,88,hop,start,bitter
Centennial,10.0,88,hop,middle,flavour
Amarillo,10.0,88,hop,middle,flavour
Centennial,17.5,88,hop,end,flavour
Amarillo,17.5,88,hop,end,flavour
Extra Pale,6380.0,89,malt,,
Crystal 150,130.0,89,malt,,
Caramalt,250.0,89,malt,,
Citra,2.5,89,hop,start,bitter
Citra,10.0,89,hop,middle,flavour
Citra,37.5,89,hop,end,flavour
Pale Ale,6350.0,90,malt,,
Munich,770.0,90,malt,,
Caramalt,960.0,90,malt,,
Special W,290.0,90,malt,,
Carafa Special Malt Type 1,380.0,90,malt,,
Carafa Special Malt Type 3,190.0,90,malt,,
Nugget,19.0,90,hop,start,bitter
Columbus,38.5,90,hop,start,bitter
Centennial,19.0,90,hop,middle,flavour
Simcoe,19.0,90,hop,middle,flavour
Centennial,19.0,90,hop,end,flavour
Simcoe,19.0,90,hop,end,flavour
Willamette,19.0,90,hop,end,flavour
Centennial,38.5,90,hop,dry hop,aroma
Simcoe,38.5,90,hop,dry hop,aroma
Willamette,38.5,90,hop,dry hop,aroma
Extra Pale,2790.0,91,malt,,
Caramalt,630.0,91,malt,,
Crystal 150,190.0,91,malt,,
Simcoe,5.0,91,hop,start,bitter
Citra,5.0,91,hop,start,bitter
Simcoe,5.0,91,hop,middle,flavour
Citra,5.0,91,hop,middle,flavour
Simcoe,50.0,91,hop,dry hop,aroma
Citra,75.0,91,hop,dry hop,aroma
Mosaic,62.5,91,hop,dry hop,aroma
Maris Otter Extra Pale,10000.0,92,malt,,
Carafa Special Malt Type 1,1880.0,92,malt,,
Flaked Oats,1880.0,92,malt,,
Crystal 150,940.0,92,malt,,
Dark Crystal 350-400,940.0,92,malt,,
Fuggles,125.0,92,hop,start,bitter
Fuggles,37.5,92,hop,end,flavour
Extra Pale,5250.0,93,malt,,
Wheat Malt,1880.0,93,malt,,
Dark Crystal,130.0,93,malt,,
Sorachi Ace,7.5,93,hop,start,bitter
Amarillo,7.5,93,hop,start,bitter
Sorachi Ace,15.0,93,hop,end,flavour
Amarillo,15.0,93,hop,end,flavour
Extra Pale,6130.0,94,malt,,
Caramalt,380.0,94,malt,,
Wheat,250.0,94,malt,,
Rye,250.0,94,malt,,
Motueka,25.0,94,hop,start,bitter
Saaz,12.5,94,hop,middle,flavour
Bobek,12.5,94,hop,middle,flavour
Saaz,12.5,94,hop,end,flavour
Bobek,12.5,94,hop,end,flavour
Maris Otter,3850.0,95,malt,,
Amarillo,25.0,95,hop,start,bitter
Simcoe,20.0,95,hop,end,flavour
Amarillo,25.0,95,hop,end,flavour
Crystal,20.0,95,hop,end,flavour
Liberty,20.0,95,hop,end,flavour
Simcoe,50.0,95,hop,dry hop,aroma
Amarillo,50.0,95,hop,dry hop,aroma
Extra Pale,10630.0,96,malt,,
Carafa Special Malt Type 3,1250.0,96,malt,,
Flaked Oats,2190.0,96,malt,,
Smoked Malt,630.0,96,malt,,
Crystal,1250.0,96,malt,,
Galena,36.0,96,hop,start,bitter
Willamette,37.5,96,hop,end,flavour
Extra Pale,4500.0,97,malt,,
Rye,500.0,97,malt,,
CaraAroma,40.0,97,malt,,
Caramunich,100.0,97,malt,,
Brown,250.0,97,malt,,
Caramalt,130.0,97,malt,,
Crystal,70.0,97,malt,,
Munich,110.0,97,malt,,
Motueka,10.0,97,hop,start,bitter
First Gold,10.0,97,hop,start,bitter
Galena,10.0,97,hop,start,bitter
Motueka,5.0,97,hop,end,flavour
First Gold,5.0,97,hop,end,flavour
Galena,10.0,97,hop,end,flavour
Extra Pale,3880.0,98,malt,,
Munich,630.0,98,malt,,
Dark Crystal,130.0,98,malt,,
Amber,380.0,98,malt,,
Magnum,2.5,98,hop,start,bitter
Willamette,12.5,98,hop,middle,flavour
First Gold,12.5,98,hop,middle,flavour
Extra Pale,6130.0,99,malt,,
Caramalt,880.0,99,malt,,
Challenger,12.5,99,hop,start,bitter
Bravo,12.5,99,hop,start,bitter
Comet,12.5,99,hop,middle,flavour
EXP 366,12.5,99,hop,middle,flavour
Centennial,12.5,99,hop,end,flavour
Simcoe,12.5,99,hop,end,flavour
Citra,12.5,99,hop,end,flavour
Comet,25.0,99,hop,dry hop,aroma
Centennial,62.5,99,hop,dry hop,aroma
Simcoe,62.5,99,hop,dry hop,aroma
Citra,62.5,99,hop,dry hop,aroma
Extra Pale,4500.0,100,malt,,
Caramalt,880.0,100,malt,,
Magnum,2.5,100,hop,start,bitter
Simcoe,12.5,100,hop,middle,flavour
Amarillo,12.5,100,hop,middle,flavour
Mosaic,25.0,100,hop,end,flavour
Citra,25.0,100,hop,end,flavour
Amarillo,12.5,100,hop,end,flavour
Simcoe,12.5,100,hop,end,flavour
Citra,50.0,100,hop,dry hop,aroma
Amarillo,50.0,100,hop,dry hop,aroma
Simcoe,50.0,100,hop,dry hop,aroma
Maris Otter Extra Pale,5360.0,101,malt,,
Dark Crystal 350-400,710.0,101,malt,,
Carafa Special Malt Type 3,180.0,101,malt,,
Caramalt,540.0,101,malt,,
Chocolate,250.0,101,malt,,
Wheat,360.0,101,malt,,
Flaked Oats,540.0,101,malt,,
Columbus,14.3,101,hop,start,bitter
Galena,14.3,101,hop,start,bitter
Galena,21.4,101,hop,start,bitter
Cascade,21.4,101,hop,end,flavour
Columbus,21.4,101,hop,end,flavour
Extra Pale,14500.0,102,malt,,
Mandarina Bavaria,7.5,102,hop,start,bitter
Strisselspalt,7.5,102,hop,start,bitter
Mandarina Bavaria,25.0,102,hop,end,flavour
Strisselspalt,25.0,102,hop,end,flavour
Extra Pale,9500.0,103,malt,,
Caramalt,500.0,103,malt,,
Crystal 150,130.0,103,malt,,
Brown,250.0,103,malt,,
Munich,880.0,103,malt,,
Magnum,25.0,103,hop,start,bitter
Simcoe,18.5,103,hop,middle,flavour
Mosaic,12.5,103,hop,middle,flavour
Ahtanum,18.5,103,hop,middle,flavour
Ahtanum,18.5,103,hop,end,flavour
Mosaic,12.5,103,hop,end,flavour
Mosaic,62.5,103,hop,dry hop,aroma
Ahtanum,62.5,103,hop,dry hop,aroma
Simcoe,62.5,103,hop,dry hop,aroma
Extra Pale,3000.0,104,malt,,
Wheat,2000.0,104,malt,,
Dark Crystal,80.0,104,malt,,
Cascade,6.0,104,hop,start,bitter
Cascade,6.0,104,hop,middle,flavour
Saaz,12.5,104,hop,middle,flavour
Hersbrucker,12.5,104,hop,middle,flavour
Maris Otter Extra Pale,6860.0,105,malt,,
Caramalt,930.0,105,malt,,
Columbus,25.0,105,hop,start,bitter
Centennial,25.0,105,hop,start,bitter
Columbus,12.5,105,hop,end,flavour
Centennial,12.5,105,hop,end,flavour
Nelson Sauvin,25.0,105,hop,end,flavour
Bramling Cross/ First Gold,37.5,105,hop,end,flavour
Columbus,71.43,105,hop,dry hop,aroma
Centennial,71.43,105,hop,dry hop,aroma
Nelson Sauvin,71.43,105,hop,dry hop,aroma
Extra Pale,4380.0,106,malt,,
Caramalt,250.0,106,malt,,
Chinook,20.0,106,hop,start,bitter
Ahtanum,12.5,106,hop,start,bitter
Chinook,20.0,106,hop,middle,flavour
Ahtanum,12.5,106,hop,middle,flavour
Chinook,27.5,106,hop,end,flavour
Ahtanum,12.5,106,hop,end,flavour
Simcoe,12.5,106,hop,end,flavour
Nelson Sauvin,12.5,106,hop,end,flavour
Chinook,47.5,106,hop,dry hop,aroma
Ahtanum,37.5,106,hop,dry hop,aroma
Simcoe,37.5,106,hop,dry hop,aroma
Nelson Sauvin,20.0,106,hop,dry hop,aroma
Cascade,37.5,106,hop,dry hop,aroma
Amarillo,10.0,106,hop,dry hop,aroma
Extra Pale,5650.0,107,malt,,
Caramalt,310.0,107,malt,,
Dark Crystal,60.0,107,malt,,
HBC 366,2.5,107,hop,start,bitter
HBC 366,25.0,107,hop,middle,flavour
HBC 366,37.5,107,hop,end,flavour
HBC 366,250.0,107,hop,dry hop,aroma
Extra Pale,4580.0,108,malt,,
Caramalt,250.0,108,malt,,
Dark Crystal,60.0,108,malt,,
Munich,250.0,108,malt,,
Centennial,5.0,108,hop,start,bitter
Amarillo,5.0,108,hop,start,bitter
Centennial,10.0,108,hop,middle,flavour
Amarillo,10.0,108,hop,middle,flavour
Centennial,17.5,108,hop,end,flavour
Amarillo,17.5,108,hop,end,flavour
Extra Pale,6880.0,109,malt,,
Wheat,1000.0,109,malt,,
Dark Crystal,130.0,109,malt,,
Black Malt,1250.0,109,malt,,
Roasted Barley,1500.0,109,malt,,
Weyermann Smoked,500.0,109,malt,,
Cascade,75.0,109,hop,start,bitter
Cascade,25.0,109,hop,middle,flavour
Extra Pale,5000.0,110,malt,,
Special W,630.0,110,malt,,
Roasted Barley,310.0,110,malt,,
Dark Crystal,310.0,110,malt,,
Sorachi Ace,15.0,110,hop,start,bitter
Sorachi Ace,10.0,110,hop,middle,flavour
Sorachi Ace,10.0,110,hop,end,flavour
Sorachi Ace,1.5,110,hop,dry hop,aroma
Extra Pale,3500.0,111,malt,,
Munich,440.0,111,malt,,
Crystal 150,130.0,111,malt,,
Acidulated Malt,630.0,111,malt,,
Cascade,6.25,111,hop,start,bitter
Amarillo,6.25,111,hop,start,bitter
Centennial,5.0,111,hop,middle,flavour
Chinook,5.0,111,hop,middle,flavour
Cascade,12.5,111,hop,end,flavour
Centennial,7.5,111,hop,end,flavour
Chinook,7.5,111,hop,end,flavour
Amarillo,12.5,111,hop,end,flavour
Extra Pale,2500.0,112,malt,,
Torrified Wheat,690.0,112,malt,,
Motueka,5.0,112,hop,start,bitter
Motueka,12.5,112,hop,middle,flavour
Motueka,12.5,112,hop,end,flavour
Maris Otter Extra Pale,6860.0,113,malt,,
Caramalt,930.0,113,malt,,
Columbus,25.0,113,hop,start,bitter
Centennial,25.0,113,hop,start,bitter
Columbus,12.5,113,hop,end,flavour
Centennial,12.5,113,hop,end,flavour
Nelson Sauvin,25.0,113,hop,end,flavour
Bramling Cross/ First Gold,37.5,113,hop,end,flavour
NZ Nelson Sauvin,71.5,113,hop,dry hop,aroma
Bramling Cross,71.5,113,hop,dry hop,aroma
Simcoe,71.5,113,hop,dry hop,aroma
Extra Pale,6350.0,114,malt,,
Crystal 150,480.0,114,malt,,
Carafa Special Malt Type 1,480.0,114,malt,,
Chocolate,480.0,114,malt,,
Munich,1920.0,114,malt,,
Smoked Warminster,480.0,114,malt,,
Hallertauer Mittelfrüh,7.5,114,hop,start,bitter
Hallertauer Mittelfrüh,11.5,114,hop,middle,flavour
Galena,19.0,114,hop,middle,flavour
Extra Pale,4380.0,115,malt,,
Caramalt,630.0,115,malt,,
Ahtanum,7.5,115,hop,start,bitter
Chinook,5.0,115,hop,middle,flavour
Ahtanum,7.5,115,hop,middle,flavour
Chinook,5.0,115,hop,end,flavour
Ahtanum,7.5,115,hop,end,flavour
Simcoe,12.5,115,hop,end,flavour
Nelson Sauvin,6.0,115,hop,end,flavour
Extra Pale,5630.0,116,malt,,
Ginger Root,130.0,116,malt,,
Citra,12.5,116,hop,start,bitter
Citra,12.5,116,hop,middle,flavour
Citra,25.0,116,hop,end,flavour
Maris Otter Extra Pale,3780.0,117,malt,,
Caramalt,310.0,117,malt,,
Munich,310.0,117,malt,,
Cascade,12.5,117,hop,start,bitter
Saaz,12.5,117,hop,start,bitter
Cascade,25.0,117,hop,end,flavour
Motueka,12.5,117,hop,end,flavour
Chinook,25.0,117,hop,end,flavour
Pale Ale,2130.0,118,malt,,
Amber,250.0,118,malt,,
Flaked Oats,250.0,118,malt,,
Chocolate,380.0,118,malt,,
Roasted Barley,130.0,118,malt,,
Carafa Special Malt Type 3,190.0,118,malt,,
Galena,12.5,118,hop,start,bitter
Organic Lager,1130.0,119,malt,,
Organic Caramalt,280.0,119,malt,,
Organic Munich,2700.0,119,malt,,
Organic Chocolate,230.0,119,malt,,
Cascade,27.2,119,hop,start,bitter
Cascade,27.2,119,hop,end,flavour
Extra Pale - Spring Blend,8750.0,120,malt,,
Caramalt,940.0,120,malt,,
Dark Crystal,440.0,120,malt,,
Carafa Special Malt Type 1,110.0,120,malt,,
Chocolate,110.0,120,malt,,
Brown,370.0,120,malt,,
Flaked Oats,940.0,120,malt,,
Galena,37.5,120,hop,start,bitter
Willamette,50.0,120,hop,end,flavour
First Gold,25.0,120,hop,end,flavour
Extra Pale,5300.0,121,malt,,
Ahtanum,17.5,121,hop,start,bitter
Chinook,15.0,121,hop,start,bitter
Crystal,17.5,121,hop,middle,flavour
Chinook,17.5,121,hop,middle,flavour
Ahtanum,17.5,121,hop,end,flavour
Chinook,17.5,121,hop,end,flavour
Motueka,17.5,121,hop,end,flavour
Chinook,30.0,121,hop,dry hop,aroma
Extra Pale - Spring Blend,6790.0,122,malt,,
Caramalt,250.0,122,malt,,
Rye,1250.0,122,malt,,
Chinook,50.0,122,hop,start,bitter
Amarillo,62.5,122,hop,middle,flavour
Chinook,62.5,122,hop,end,flavour
Amarillo,107.14,122,hop,dry hop,aroma
Chinook,142.86,122,hop,dry hop,aroma
Pale Ale,3940.0,123,malt,,
Munich,440.0,123,malt,,
Carafa Special Malt Type 1,130.0,123,malt,,
Magnum,25.0,123,hop,start,bitter
Hersbrucker,25.0,123,hop,end,flavour
Pale Ale,5000.0,124,malt,,
Caramalt,630.0,124,malt,,
Crystal 150,250.0,124,malt,,
Nelson Sauvin,12.5,124,hop,start,bitter
Nelson Sauvin,12.5,124,hop,start,bitter
Nelson Sauvin,12.5,124,hop,middle,flavour
Nelson Sauvin,50.0,124,hop,end,flavour
Pale Ale,2750.0,125,malt,,
Wheat,2130.0,125,malt,,
Ahtanum,31.25,125,hop,start,bitter
Ahtanum,31.25,125,hop,end,flavour
Juniper Berries,25.0,125,hop,dry hop,aroma
Pale Ale,2750.0,126,malt,,
Wheat,250.0,126,malt,,
Dark Crystal,190.0,126,malt,,
Brown,380.0,126,malt,,
Black Malt,190.0,126,malt,,
Carafa Special Malt Type 1,190.0,126,malt,,
Flaked Oats,380.0,126,malt,,
Crystal 150,250.0,126,malt,,
Lactose,380.0,126,malt,,
Magnum,12.5,126,hop,start,bitter
Sorachi Ace,6.3,126,hop,middle,flavour
Extra Pale - Spring Blend,5870.0,127,malt,,
Caramalt,370.0,127,malt,,
Crystal 150,190.0,127,malt,,
Galaxy,75.4,127,hop,start,bitter
Galaxy,75.4,127,hop,end,flavour
Galaxy,250.0,127,hop,dry hop,aroma
Extra Pale - Spring Blend,2810.0,128,malt,,
Wheat,2810.0,128,malt,,
Munich,940.0,128,malt,,
Flaked Oats,310.0,128,malt,,
Motueka,50.0,128,hop,start,bitter
Motueka,31.25,128,hop,end,flavour
Motueka,250.0,128,hop,dry hop,aroma
Pale Ale,6880.0,129,malt,,
Wheat,500.0,129,malt,,
Flaked Oats,1000.0,129,malt,,
Dark Crystal,500.0,129,malt,,
Carafa Special Malt Type 1,750.0,129,malt,,
Chocolate,1000.0,129,malt,,
Bramling Cross,12.5,129,hop,start,bitter
Bramling Cross,12.5,129,hop,middle,flavour
Sorachi Ace,12.5,129,hop,middle,flavour
Sorachi Ace,25.0,129,hop,end,flavour
Willamette,25.0,129,hop,end,flavour
Extra Pale,3750.0,130,malt,,
Wheat Malt,630.0,130,malt,,
Rye,1250.0,130,malt,,
Acidulated Malt,630.0,130,malt,,
Dark Crystal,630.0,130,malt,,
Special W,630.0,130,malt,,
Munich,630.0,130,malt,,
Citra,3.5,130,hop,start,bitter
Sorachi Ace,1.5,130,hop,start,bitter
Extra Pale - Spring Blend,5870.0,131,malt,,
Caramalt,370.0,131,malt,,
Crystal 150,190.0,131,malt,,
Motueka,75.0,131,hop,start,bitter
Motueka,100.0,131,hop,end,flavour
Motueka,250.0,131,hop,dry hop,aroma
Extra Pale,2560.0,132,malt,,
Caramalt,880.0,132,malt,,
Munich,630.0,132,malt,,
Crystal 150,380.0,132,malt,,
Dark Crystal,130.0,132,malt,,
Cascade,2.5,132,hop,start,bitter
Amarillo,2.5,132,hop,start,bitter
Nelson Sauvin,2.5,132,hop,middle,flavour
Amarillo,12.5,132,hop,end,flavour
Nelson Sauvin,12.5,132,hop,end,flavour
Simcoe,25.0,132,hop,dry hop,aroma
Cascade,50.0,132,hop,dry hop,aroma
Ahtanum,25.0,132,hop,dry hop,aroma
Nelson Sauvin,12.5,132,hop,dry hop,aroma
Centennial,50.0,132,hop,dry hop,aroma
Amarillo,25.0,132,hop,dry hop,aroma
Extra Pale,2700.0,133,malt,,
Caramalt,700.0,133,malt,,
Munich,640.0,133,malt,,
Chocolate,60.0,133,malt,,
Simcoe,25.0,133,hop,start,bitter
Amarillo,25.0,133,hop,start,bitter
Coffee,12.5,133,hop,middle,flavour
Amarillo,37.5,133,hop,end,flavour
Simcoe,37.5,133,hop,end,flavour
Coffee,12.5,133,hop,end,flavour
Simcoe,125.0,133,hop,dry hop,aroma
Amarillo,125.0,133,hop,dry hop,aroma
Maris Otter Extra Pale,6000.0,134,malt,,
Chocolate,500.0,134,malt,,
Flaked Oats,500.0,134,malt,,
Crystal,500.0,134,malt,,
Black Malt,250.0,134,malt,,
Roasted Malt,250.0,134,malt,,
Chinook,81.25,134,hop,start,bitter
Sorachi Ace,62.5,134,hop,end,flavour
Pale Ale,4000.0,135,malt,,
Caramalt,250.0,135,malt,,
Crystal 150,130.0,135,malt,,
Citra,8.5,135,hop,start,bitter
Citra,62.5,135,hop,end,flavour
Citra,31.5,135,hop,dry hop,aroma
Extra Pale,7500.0,136,malt,,
Caramalt,380.0,136,malt,,
Crystal 150,580.0,136,malt,,
Chocolate,100.0,136,malt,,
Motueka,9.5,136,hop,start,bitter
Hallertauer Mittelfrüh,19.0,136,hop,start,bitter
Amarillo,19.0,136,hop,middle,flavour
Motueka,19.0,136,hop,middle,flavour
Amarillo,19.0,136,hop,end,flavour
Motueka,28.5,136,hop,end,flavour
Amarillo,57.5,136,hop,dry hop,aroma
Centennial,57.5,136,hop,dry hop,aroma
Simcoe,57.5,136,hop,dry hop,aroma
Extra Pale,7400.0,137,malt,,
Caramalt,380.0,137,malt,,
Crystal 150,290.0,137,malt,,
Columbus Extract,30.8,137,hop,start,bitter
Columbus,19.2,137,hop,start,bitter
Columbus,19.2,137,hop,middle,flavour
Centennial,19.2,137,hop,middle,flavour
Simcoe,19.2,137,hop,middle,flavour
Columbus,19.2,137,hop,end,flavour
Centennial,19.2,137,hop,end,flavour
Simcoe,19.2,137,hop,end,flavour
Centennial,115.4,137,hop,dry hop,aroma
Columbus,96.2,137,hop,dry hop,aroma
Simcoe,96.2,137,hop,dry hop,aroma
Amarillo,76.9,137,hop,dry hop,aroma
Extra Pale,8000.0,138,malt,,
Wheat,500.0,138,malt,,
Flaked Oats,1380.0,138,malt,,
Dark Crystal,880.0,138,malt,,
Carafa Special Malt Type 1,630.0,138,malt,,
Carafa Special Malt Type 3,630.0,138,malt,,
Honey,700.0,138,malt,,
Chinook,50.0,138,hop,start,bitter
Cascade,25.0,138,hop,start,bitter
Fuggles,25.0,138,hop,middle,flavour
Coffee beans,12.5,138,hop,middle,flavour
Fuggles,25.0,138,hop,end,flavour
Coffee beans,12.5,138,hop,end,twist
Pale Ale,5500.0,139,malt,,
Maris Otter Extra Pale,1000.0,139,malt,,
C02 Extract,25.0,139,hop,start,bitter
Amarillo,12.5,139,hop,middle,flavour
Simcoe,12.5,139,hop,middle,flavour
Mosaic,25.0,139,hop,end,flavour
Citra,25.0,139,hop,end,flavour
Amarillo,25.0,139,hop,end,flavour
Simcoe,25.0,139,hop,end,flavour
Citra,62.5,139,hop,dry hop,aroma
Amarillo,62.5,139,hop,dry hop,aroma
Simcoe,62.5,139,hop,dry hop,aroma
Mosaic,62.5,139,hop,dry hop,aroma
Extra Pale,5880.0,140,malt,,
Pioneer,41.5,140,hop,start,bitter
Pioneer,41.5,140,hop,middle,flavour
Pioneer,41.5,140,hop,end,flavour
Extra Pale,7020.0,141,malt,,
Crystal 150,190.0,141,malt,,
Rye,960.0,141,malt,,
Carafa Special Malt Type 1,290.0,141,malt,,
Cascara,40.0,141,malt,,
Centennial,38.5,141,hop,start,bitter
Centennial,19.0,141,hop,middle,flavour
Centennial,77.0,141,hop,end,flavour
Cascara,38.5,141,hop,end,flavour
Extra Pale,2500.0,142,malt,,
Wheat Malt,1250.0,142,malt,,
Rye,630.0,142,malt,,
Citra,5.0,142,hop,start,bitter
Amarillo,5.0,142,hop,start,bitter
Citra,7.5,142,hop,end,flavour
Amarillo,7.5,142,hop,end,flavour
Extra Pale,4250.0,143,malt,,
Carared,630.0,143,malt,,
Citra,2.5,143,hop,start,bitter
Challenger,6.0,143,hop,start,bitter
Centennial,12.5,143,hop,middle,flavour
Citra,10.0,143,hop,middle,flavour
Citra,12.5,143,hop,end,flavour
Mosaic,12.5,143,hop,end,flavour
Bramling Cross,12.5,143,hop,end,flavour
Centennial,50.0,143,hop,dry hop,aroma
Citra,50.0,143,hop,dry hop,aroma
Bramling Cross,50.0,143,hop,dry hop,aroma
Mosaic,50.0,143,hop,dry hop,aroma
Nelson Sauvin,12.5,143,hop,dry hop,aroma
Simcoe,12.5,143,hop,dry hop,aroma
Extra Pale,11250.0,144,malt,,
Dark Crystal,1750.0,144,malt,,
Chocolate,500.0,144,malt,,
Roasted Barley,500.0,144,malt,,
Chinook,37.5,144,hop,start,bitter
Galena,37.5,144,hop,start,bitter
Chinook,37.5,144,hop,start,bitter
Galena,37.5,144,hop,start,bitter
Galena,25.0,144,hop,end,flavour
First Gold,25.0,144,hop,end,flavour
Chinook,25.0,144,hop,end,flavour
Extra Pale,4380.0,145,malt,,
Crystal 150,160.0,145,malt,,
Dark Crystal,160.0,145,malt,,
Munich,1250.0,145,malt,,
Rye,630.0,145,malt,,
Galena,17.5,145,hop,start,bitter
Sorachi Ace,17.5,145,hop,start,bitter
Ella,17.5,145,hop,start,bitter
Galena,17.5,145,hop,middle,flavour
Sorachi Ace,17.5,145,hop,middle,flavour
Ella,17.5,145,hop,middle,flavour
Galena,17.5,145,hop,end,flavour
Sorachi Ace,17.5,145,hop,end,flavour
Ella,17.5,145,hop,end,flavour
Galena,10.0,145,hop,dry hop,aroma
Sorachi Ace,10.0,145,hop,dry hop,aroma
Ella,10.0,145,hop,dry hop,aroma
Extra Pale,6380.0,146,malt,,
Crystal 150,130.0,146,malt,,
Caramalt,250.0,146,malt,,
Nelson Sauvin,37.5,146,hop,start,bitter
Nelson Sauvin,50.0,146,hop,end,flavour
Extra Pale,3690.0,147,malt,,
Caramalt,500.0,147,malt,,
Columbus,25.0,147,hop,start,bitter
Centennial,25.0,147,hop,start,bitter
Columbus,25.0,147,hop,middle,flavour
Centennial,25.0,147,hop,middle,flavour
